代號,名稱,九年股息發放率(%),九年平均配息,九年平均毛利率(%),九年平均ROE(%),九年平均EPS(元),九年平均營收成長率(%),九年平均本益比(倍),九年平均現金殖利率,label1y
2509,全坤興,100.0,1.02,38.68,7.88,1.72,1164.02,10.61,5.59,-1
2514,龍邦,77.77777777777779,0.22,35.09,7.98,1.25,972.23,14.36,1.23,1
2520,冠德,100.0,1.28,27.59,11.3,2.68,19.92,14.46,3.3,1
2524,京城,22.22222222222222,0.31,42.51,9.9,2.75,23.43,15.24,0.74,-1
2527,宏璟,100.0,1.12,30.99,5.79,1.62,318.67,20.03,3.45,1
2530,華建,55.55555555555556,0.33,36.28,1.99,0.3,4311.79,48.67,2.26,-1
2536,宏普,100.0,1.58,31.18,8.36,2.74,9.23,8.23,7.01,-1
2538,基泰,100.0,1.01,49.56,6.97,1.16,15.25,12.07,7.21,1
2539,櫻花建,100.0,0.78,33.89,19.97,2.83,14.2,11.01,2.5,-1
2540,金尚昌,11.11111111111111,0.11,42.99,2.44,2.05,1572.81,36.49,0.15,-1
2543,皇昌,22.22222222222222,0.07,2.88,2.12,0.22,5.86,34.5,0.92,-1
2545,皇翔,100.0,3.36,43.39,14.23,4.48,73.3,8.25,9.09,-1
2546,根基,100.0,1.97,5.84,11.72,2.67,11.1,18.61,3.96,-1
2547,日勝生,66.66666666666666,0.54,41.06,7.37,1.09,217.29,9.17,5.4,1
2548,華固,100.0,5.64,34.39,15.68,8.11,27.82,11.36,6.12,-1
2596,綠意,100.0,1.55,39.96,13.56,2.35,79.51,9.98,6.61,-1
2601,益航,44.44444444444444,0.11,64.81,1.41,-0.35,-0.75,-37.86,0.83,1
2603,長榮海,33.33333333333333,0.31,5.32,2.29,0.44,8.13,303.41,0.23,1
2606,裕民,100.0,1.62,11.19,4.63,1.38,1.12,40.72,2.88,1
2607,榮運,100.0,0.33,14.88,3.46,0.7,1.83,42.0,1.12,1
2608,大榮,100.0,1.5,25.83,14.2,2.47,6.13,18.06,3.36,-1
2609,陽明,11.11111111111111,0.14,2.2,-10.11,-1.3,3.16,-93.08,0.12,1
2611,志信,66.66666666666666,0.2,24.95,2.99,0.5,3.09,40.2,1.0,1
2612,中航,100.0,1.0,24.05,3.24,1.44,-0.53,39.65,1.75,1
2613,中櫃,88.88888888888889,0.16,9.37,2.01,0.61,1.29,43.77,0.6,1
2614,東森,44.44444444444444,0.37,23.15,-3.9,-0.36,0.81,-90.56,1.13,1
2615,萬海,100.0,0.9,11.71,10.25,1.64,2.58,100.3,0.55,1
2616,山隆,100.0,1.8,7.92,9.46,2.51,-0.24,14.38,4.99,1
2617,台航,88.88888888888889,0.69,16.4,4.54,1.07,-3.19,34.67,1.86,1
2618,長榮航,55.55555555555556,0.16,11.63,5.39,0.62,-0.26,40.56,0.64,1
2636,台驊,100.0,1.45,17.29,10.84,2.26,8.02,62.83,1.02,1
2701,萬企,100.0,0.24,52.54,4.44,0.72,-3.44,16.88,1.98,-1
2704,國賓,77.77777777777779,0.44,39.38,3.69,0.95,-2.91,33.05,1.4,-1
2706,第一店,100.0,0.25,70.56,5.17,0.91,-2.51,15.6,1.76,-1
2707,晶華,100.0,7.76,35.05,30.51,9.21,0.23,16.02,5.26,-1
2809,京城銀,100.0,1.42,9.1,14.73,3.74,6.77,10.83,3.51,-1
2816,旺旺保,77.77777777777779,0.63,33.02,13.25,2.37,7.96,8.23,3.23,-1
2820,華票,100.0,0.78,5.49,6.3,1.05,4.67,16.57,4.48,1
2823,中壽,88.88888888888889,0.47,5.53,10.64,2.54,9.11,12.07,1.53,1
2834,台企銀,100.0,0.12,5.52,7.34,0.87,2.03,11.1,1.24,-1
2841,台開,33.33333333333333,0.07,75.38,6.96,1.36,49.54,3.36,1.53,-1
2850,新產,100.0,1.62,32.71,14.37,4.01,7.2,11.82,3.42,1
2851,中再保,100.0,0.91,10.37,9.72,1.72,3.56,16.74,3.16,1
2852,第一保,88.88888888888889,0.67,31.71,8.79,1.52,3.63,9.54,4.62,-1
2855,統一證,100.0,0.74,83.55,7.08,1.27,10.62,18.23,3.2,1
2880,華南金,100.0,0.56,5.29,7.98,1.18,2.74,17.46,2.72,1
2881,富邦金,100.0,2.09,1.39,12.35,5.21,12.85,14.18,2.83,1
2882,國泰金,100.0,1.87,0.92,10.08,3.89,9.97,15.4,3.12,1
2883,開發金,100.0,0.47,9.57,5.47,0.64,40.25,25.55,2.87,1
2884,玉山金,100.0,0.52,7.28,10.8,1.55,9.53,17.97,1.87,-1
2885,元大金,100.0,0.66,9.28,7.52,1.32,11.94,18.75,2.67,1
2886,兆豐金,100.0,1.45,6.76,9.47,2.02,3.61,16.91,4.25,1
2887,台新金,100.0,0.44,7.96,8.69,1.14,-0.21,16.27,2.37,1
2889,國票金,100.0,0.43,8.37,6.15,0.75,4.54,21.2,2.7,1
2891,中信金,100.0,0.92,5.69,12.64,1.93,17.05,13.06,3.65,1
2892,第一金,100.0,0.85,6.03,8.57,1.4,3.54,16.96,3.58,1
2901,欣欣,100.0,0.39,78.79,3.75,0.44,-3.84,56.7,1.56,-1
2903,遠東百,100.0,0.93,47.07,5.82,1.17,-1.56,18.38,4.33,-1
2905,三商行,100.0,0.77,8.48,9.2,2.18,6.63,10.55,3.35,-1
2906,高林,100.0,0.5,22.89,3.77,0.4,-0.93,38.62,3.24,-1
2908,特力,100.0,1.06,29.0,8.76,1.22,1.8,17.79,4.88,-1
2911,麗嬰房,22.22222222222222,0.14,45.77,-2.17,-0.27,-8.11,-30.0,1.73,-1
2912,統一超,100.0,9.43,32.79,34.58,11.11,4.91,24.75,3.43,-1
2913,農林,66.66666666666666,0.32,37.4,3.41,0.69,16.81,27.97,1.66,-1
2915,潤泰全,100.0,3.65,49.83,35.4,16.01,82.65,6.06,3.76,1
2916,滿心,100.0,1.08,46.15,7.4,1.22,-1.2,17.17,5.16,1
3002,歐格,88.88888888888889,0.43,30.1,3.66,0.5,9.9,24.0,3.58,-1
3004,豐達,88.88888888888889,1.44,30.46,14.25,3.5,9.28,16.97,2.42,-1
3005,神基,100.0,2.19,24.89,10.8,2.66,6.65,20.26,4.06,1
3008,大立光,100.0,59.39,60.12,31.87,152.96,17.26,13.04,2.98,-1
3011,今皓,11.11111111111111,0.01,9.57,-5.07,-0.57,-4.68,-20.18,0.09,-1
3013,晟銘,66.66666666666666,0.25,12.3,5.64,0.68,8.43,19.71,1.87,-1
3014,聯陽,100.0,2.74,47.96,10.91,2.67,2.91,40.82,2.51,1
3015,全漢,100.0,1.58,12.26,4.99,1.78,-1.85,24.69,3.59,-1
3017,奇鋐,100.0,1.13,12.71,9.01,2.23,8.75,39.33,1.29,1
3019,亞光,55.55555555555556,0.88,16.09,2.95,0.75,-4.42,129.2,0.91,1
3021,衛展,77.77777777777779,0.47,23.38,8.08,0.96,6.75,25.63,1.91,1
3022,威強電,100.0,2.09,33.34,14.94,3.71,-0.97,12.16,4.63,-1
3024,憶聲,33.33333333333333,0.07,16.78,-0.56,-0.15,-18.35,-89.67,0.52,1
3025,星通,77.77777777777779,0.33,46.73,3.48,0.41,-0.88,57.07,1.41,-1
3026,禾伸堂,100.0,4.71,18.02,9.76,5.42,-0.01,22.42,3.88,-1
3027,盛達,55.55555555555556,0.08,29.37,-0.81,0.14,-1.42,165.36,0.35,-1
3028,增你強,100.0,1.51,5.34,7.39,1.61,0.85,19.41,4.83,1
3029,零壹,100.0,1.34,9.66,10.68,1.83,11.25,24.1,3.04,1
3030,德律,100.0,3.62,53.03,18.12,4.1,6.73,13.93,6.34,-1
3032,偉訓,100.0,1.99,18.18,10.42,2.4,17.12,13.15,6.31,-1
3033,威健,100.0,1.36,6.02,10.5,1.7,7.51,17.18,4.66,1
3035,智原,100.0,1.57,47.75,7.97,1.74,0.68,109.2,0.83,1
3038,全台,66.66666666666666,0.45,16.8,6.81,0.79,0.57,23.73,2.4,-1
3040,遠見,100.0,3.54,58.65,15.3,3.55,-8.34,10.7,9.32,-1
3041,揚智,33.33333333333333,0.57,36.69,-2.77,-0.31,-4.49,-111.45,1.65,-1
3042,晶技,100.0,2.56,24.71,10.93,3.14,1.92,33.6,2.43,1
3044,健鼎,100.0,4.53,17.62,13.19,7.57,3.56,15.98,3.74,-1
3046,建碁,11.11111111111111,0.03,27.59,-18.46,-1.7,0.11,-23.35,0.08,1
3048,益登,100.0,0.9,3.47,11.65,1.73,19.75,18.12,2.87,1
3050,鈺德,66.66666666666666,0.34,31.79,2.63,0.4,-4.03,44.75,1.9,-1
3052,夆典,88.88888888888889,0.51,9.29,9.95,1.41,51.83,7.52,4.81,-1
3054,立萬利,44.44444444444444,0.24,2.22,2.34,0.28,-8.97,88.39,0.97,-1
3055,蔚華科,100.0,0.67,20.46,2.71,0.62,2.66,46.45,2.33,-1
3056,總太,100.0,1.92,30.81,21.31,3.91,49.67,10.42,4.71,1
3057,喬鼎,44.44444444444444,0.52,37.81,-5.76,-0.33,-9.63,-40.91,3.85,1
3058,立德,88.88888888888889,0.47,14.48,0.96,0.22,-6.88,72.05,2.97,1
3059,華晶,88.88888888888889,0.64,12.9,1.13,0.37,-14.28,104.73,1.65,1
3062,建漢,100.0,0.45,7.5,3.53,0.59,-8.52,54.15,1.41,1
3064,泰偉,11.11111111111111,0.01,45.21,-42.41,-1.99,22.99,-6.81,0.07,-1
3066,李洲,11.11111111111111,0.02,8.94,-11.62,-0.69,-5.52,-45.43,0.06,1
3078,僑威,100.0,1.62,21.38,13.49,2.48,7.12,16.13,4.05,-1
3083,網龍,11.11111111111111,0.06,86.29,-4.01,-0.67,-7.87,-69.55,0.13,-1
3086,華義,11.11111111111111,0.07,35.52,-33.02,-1.65,-15.55,-56.24,0.08,1
3088,艾訊,100.0,3.6,35.3,22.4,5.2,6.83,10.23,6.77,-1
3089,元炬,11.11111111111111,0.03,6.71,-19.69,-1.84,20.16,-22.83,0.07,1
3090,日電貿,100.0,2.49,16.97,16.44,3.32,22.72,16.72,4.49,-1
3093,港建,100.0,2.02,36.35,9.85,2.36,4.06,33.26,2.57,1
3094,聯傑,100.0,0.94,68.18,4.87,0.72,-4.3,48.4,2.7,1
3095,及成,11.11111111111111,0.11,12.62,-31.84,-2.16,-24.67,-1.39,3.67,-1
3115,寶島,11.11111111111111,0.11,7.64,-2.63,-0.17,-5.8,-77.65,0.83,-1
3118,進階,100.0,1.7,35.08,12.02,1.88,3.6,15.82,5.71,-1
3128,昇銳,55.55555555555556,0.25,19.6,0.95,0.09,-2.71,257.22,1.08,1
3130,一零四,100.0,7.88,75.85,20.11,8.72,3.32,20.07,4.5,1
3144,新揚科,100.0,1.03,20.36,12.53,1.83,16.29,20.82,2.7,-1
3152,璟德,100.0,8.67,57.25,21.28,9.53,9.24,36.62,2.48,-1
3162,精確,11.11111111111111,0.01,10.52,-12.86,-0.91,1.31,-51.26,0.02,1
3169,亞信,100.0,1.77,39.7,11.59,1.82,7.67,150.0,0.65,1
3171,新洲,55.55555555555556,0.5,20.38,9.45,1.13,19.71,18.19,2.43,-1
3188,安茂微,33.33333333333333,0.14,19.09,-2.27,-0.01,85.59,-1805.0,0.78,1
3205,佰研,33.33333333333333,0.95,27.59,5.33,1.01,23.75,25.74,3.65,-1
3209,全科,100.0,1.13,4.64,11.99,2.08,11.62,13.92,3.9,1
3213,茂訊,100.0,3.3,23.24,18.19,4.13,3.4,14.62,5.46,1
3217,優群,100.0,2.41,35.06,13.34,2.91,4.78,42.61,1.94,1
3218,大學光,88.88888888888889,1.44,54.93,8.42,1.93,11.41,141.97,0.53,-1
3219,倚強,11.11111111111111,0.06,34.13,-11.44,-0.75,51.37,-121.2,0.07,1
3224,三顧,11.11111111111111,0.05,9.99,-4.54,-0.61,-3.73,-101.31,0.08,1
3226,至寶電,66.66666666666666,1.72,22.14,16.93,2.57,30.95,23.97,2.79,-1
3227,原相,100.0,3.87,50.59,8.75,4.41,10.85,35.15,2.5,-1
3228,金麗科,11.11111111111111,0.1,69.34,-6.12,-0.46,6.45,-977.17,0.02,1
3229,晟鈦,11.11111111111111,0.04,14.38,-10.44,-0.87,-9.36,-7.83,0.59,-1
3230,錦明,11.11111111111111,0.0,7.63,-8.72,-1.0,-7.69,-19.65,0.0,1
3231,緯創,100.0,1.54,4.75,8.43,1.95,3.2,14.95,5.28,-1
3232,昱捷,77.77777777777779,0.36,11.67,3.83,0.48,1.14,58.02,1.29,1
3236,千如,77.77777777777779,0.31,19.66,8.2,1.14,7.62,21.93,1.24,-1
3259,鑫創,11.11111111111111,0.04,30.25,-15.42,-1.3,2.58,-20.88,0.15,-1
3260,威剛,100.0,3.05,10.32,10.7,4.17,2.99,22.3,3.28,1
3264,欣銓,100.0,1.43,30.73,11.7,2.51,8.28,22.95,2.48,1
3265,台星科,100.0,1.47,27.21,11.01,3.12,-0.22,10.26,4.59,-1
3266,昇陽,33.33333333333333,0.22,18.73,8.75,1.19,36.21,11.22,1.65,-1
3268,海德威,22.22222222222222,0.07,8.27,2.01,0.48,1.34,62.4,0.23,1
3276,宇環,44.44444444444444,0.12,3.94,-0.11,0.23,9.51,74.57,0.7,1
3284,太普高,66.66666666666666,0.44,14.61,3.16,0.48,-4.54,25.52,3.59,-1
3287,廣寰科,11.11111111111111,0.14,28.36,-0.26,-0.11,0.9,-177.27,0.72,-1
3288,點晶,11.11111111111111,0.0,35.38,-19.02,-0.98,-16.97,-17.19,0.0,1
3289,宜特,88.88888888888889,1.71,28.57,4.58,2.61,9.38,20.8,3.15,-1
3293,鈊象,100.0,12.64,85.75,23.97,14.29,18.06,54.93,1.61,1
3296,勝德,88.88888888888889,0.46,16.16,2.6,0.4,-2.08,44.87,2.56,1
3297,杭特,77.77777777777779,1.01,28.12,1.03,0.41,-13.66,50.24,4.9,1
3303,岱稜,100.0,1.17,24.24,7.3,1.47,-1.38,17.41,4.57,-1
3305,昇貿,100.0,1.52,13.45,5.4,1.74,-5.25,44.77,1.95,1
3306,鼎天,100.0,0.9,21.11,2.53,0.75,-4.17,51.87,2.31,1
3308,聯德,11.11111111111111,0.08,8.19,-6.87,-0.67,-21.2,-12.0,1.0,-1
3310,佳穎,100.0,1.3,22.02,8.84,1.69,16.88,18.64,4.13,-1
3311,閎暉,44.44444444444444,0.7,14.08,-3.15,-0.89,-19.38,-38.31,2.05,-1
3312,弘憶股,77.77777777777779,0.13,4.42,1.2,0.25,4.17,98.6,0.53,1
3313,斐成,11.11111111111111,0.5,11.35,-7.68,-0.92,-25.68,-12.34,4.41,-1
3317,尼克森,44.44444444444444,0.36,19.42,4.24,1.22,-2.63,67.87,0.43,1
3323,加百裕,100.0,1.34,9.34,6.08,1.64,12.73,26.01,3.14,-1
3324,雙鴻,100.0,2.24,16.05,16.43,4.99,13.99,37.98,1.18,-1
3325,旭品,44.44444444444444,0.43,12.63,-0.24,-0.05,8.74,-319.0,2.7,-1
3332,幸康,100.0,2.06,35.52,9.84,2.72,-1.83,14.71,5.15,-1
3339,泰谷,11.11111111111111,0.11,-14.06,-26.35,-2.09,-12.28,-11.44,0.46,1
3356,奇偶,66.66666666666666,2.81,46.0,12.52,3.57,-3.24,8.35,9.43,-1
3360,尚立,88.88888888888889,0.67,2.94,2.38,0.41,12.94,36.34,4.5,-1
3362,先進光,44.44444444444444,0.2,25.67,-0.06,-0.2,17.39,-360.0,0.28,1
3372,典範,11.11111111111111,0.11,-1.7,-10.21,-0.74,-8.88,-34.32,0.43,1
3373,熱映,100.0,1.79,26.18,11.94,2.49,29.62,15.28,4.7,-1
3383,新世紀,11.11111111111111,0.0,-21.43,-35.16,-2.99,-19.26,-1.32,0.0,-1
3388,崇越電,100.0,4.51,16.83,11.38,5.43,1.8,15.14,5.49,1
3390,旭軟,100.0,1.55,17.95,5.64,1.25,-3.14,18.08,6.86,1
3406,玉晶光,55.55555555555556,3.11,27.08,5.71,6.4,9.93,80.0,0.61,-1
3416,融程電,100.0,3.12,36.07,12.39,3.39,5.31,23.13,3.98,-1
3419,譁裕,33.33333333333333,0.11,18.42,-1.26,-0.03,-7.96,-831.67,0.44,1
3434,哲固,44.44444444444444,0.17,13.96,-0.04,0.06,-0.88,298.33,0.95,1
3438,類比科,55.55555555555556,0.69,24.19,2.09,0.59,3.11,148.31,0.79,1
3450,聯鈞,100.0,3.6,24.64,22.25,6.13,14.32,9.23,6.36,-1
3455,由田,77.77777777777779,2.06,43.99,7.69,2.48,9.79,28.67,2.9,1
3466,致振,66.66666666666666,0.59,17.44,-0.73,-0.06,-3.3,-283.33,3.47,1
3481,群創,88.88888888888889,0.28,9.34,1.35,0.29,-6.19,62.07,1.56,1
3484,崧騰,100.0,1.84,22.76,10.47,2.64,6.84,30.64,2.27,1
3489,筌寶,44.44444444444444,0.16,11.52,1.06,0.21,22.74,69.52,1.1,1
3490,單井,88.88888888888889,0.82,30.47,6.72,1.8,34.07,18.31,2.49,-1
3494,誠研,11.11111111111111,0.03,15.15,-12.53,-0.98,-12.41,-5.15,0.59,-1
3498,陽程,66.66666666666666,1.18,30.61,4.11,1.25,3.41,25.76,3.66,-1
3499,環天科,33.33333333333333,0.12,26.21,-1.75,-0.24,-7.41,-81.67,0.61,1
3501,維熹,100.0,3.22,26.18,10.47,4.83,-0.89,9.95,6.7,-1
3504,揚明光,55.55555555555556,0.72,22.76,1.52,0.58,-4.74,222.41,0.56,1
3508,位速,11.11111111111111,0.44,4.9,-12.47,-2.34,-14.97,-23.97,0.78,1
3511,矽瑪,44.44444444444444,0.29,26.81,-3.06,-0.22,0.94,-179.77,0.73,1
3512,皇龍 ,22.22222222222222,0.24,10.9,-1.93,-0.15,23.76,-224.33,0.71,1
3515,華擎,100.0,4.5,20.13,10.8,5.7,7.43,43.95,1.8,1
3518,柏騰,55.55555555555556,0.55,18.21,-8.41,-2.4,-7.82,-9.4,2.44,-1
3520,華盈,11.11111111111111,0.06,10.78,-14.61,-1.13,1.22,-12.12,0.44,-1
3521,鴻翊,11.11111111111111,0.26,13.26,-3.83,-0.35,14.81,-34.29,2.17,-1
3522,御頂,33.33333333333333,0.17,25.94,-6.41,-1.0,-8.27,-10.75,1.58,-1
3526,凡甲,100.0,3.59,36.12,15.66,3.61,0.88,48.34,2.06,1
3527,聚積,100.0,4.08,33.03,10.09,5.26,0.26,38.31,2.02,1
3532,台勝科,100.0,2.21,19.55,7.87,2.85,5.11,89.65,0.86,1
3533,嘉澤,100.0,6.67,33.75,14.49,13.25,9.76,50.94,0.99,1
3535,晶彩,11.11111111111111,0.06,21.96,-3.38,-0.46,16.45,-42.17,0.31,-1
3536,誠創,11.11111111111111,0.12,4.32,-24.85,-1.56,11.43,-3.91,1.97,1
3540,曜越,100.0,1.21,32.68,7.36,1.65,7.03,23.58,3.11,-1
3545,敦泰,100.0,0.84,18.59,1.13,0.03,32.83,5683.33,0.49,1
3548,兆利,100.0,2.33,21.38,8.89,5.1,6.68,11.73,3.9,-1
3552,同致,77.77777777777779,2.69,24.5,11.85,4.64,9.93,38.69,1.5,-1
3556,禾瑞亞,100.0,3.86,54.46,19.2,4.11,7.29,18.61,5.05,1
3557,嘉威,22.22222222222222,0.67,-8.99,-4.83,0.21,639.17,377.14,0.85,-1
3576,聯合再生,22.22222222222222,0.06,-6.53,-17.84,-2.86,1.28,-7.41,0.28,1
3587,閎康,100.0,3.44,35.54,14.75,4.58,18.18,29.37,2.56,1
3588,通嘉,100.0,1.34,35.43,6.3,1.67,5.46,95.21,0.84,1
3596,智易,100.0,3.06,13.82,10.87,4.92,8.79,21.85,2.85,1
3607,谷崧,77.77777777777779,2.03,8.55,-2.96,-0.27,-7.83,-54.26,13.86,-1
3611,鼎翰,100.0,9.56,43.15,28.4,14.94,15.38,13.45,4.76,-1
3615,安可,66.66666666666666,0.37,6.76,-0.78,-0.23,-4.04,-92.17,1.75,-1
3617,碩天,100.0,4.7,42.17,13.68,6.53,9.12,10.7,6.72,-1
3622,洋華,55.55555555555556,0.34,7.6,-8.44,-4.5,-24.14,-6.57,1.15,-1
3652,精聯,88.88888888888889,0.49,32.08,2.17,0.52,-0.4,41.92,2.25,-1
3653,健策,100.0,3.28,25.69,8.39,3.75,7.8,118.67,0.74,1
3701,大眾控,0.0,0.0,11.62,-4.18,-0.33,-7.33,-271.21,0.0,1
3702,大聯大,100.0,2.5,4.33,12.46,3.61,7.17,13.88,4.99,1
